temperature,humidity,wind_speed,vegetation,recent_fires,fire_detected
-7.1,55,20,0.548,1,0
-6.8,54,19,0.796,1,0
-6.3,54,15,0.726,0,0
-6.1,51,6,0.404,2,0
-4.0,49,0,0.765,2,0
-4.1,54,7,0.358,1,0
-3.2,53,7,0.709,0,0
-2.6,52,15,0.49,0,0
-2.7,56,11,0.739,0,0
-1.8,52,13,0.734,0,0
-1.6,53,17,0.703,0,0
-2.1,54,9,0.695,0,0
-1.9,56,9,0.452,1,0
-2.3,65,11,0.34,2,0
-2.3,64,11,0.501,2,0
-2.0,68,11,0.387,1,0
-1.7,67,7,0.647,2,0
-3.1,73,7,0.473,0,0
-3.2,76,7,0.788,0,0
-3.1,74,7,0.62,2,0
-2.2,70,17,0.711,0,0
-1.7,68,13,0.366,0,0
-2.1,69,11,0.731,2,0
-1.5,68,7,0.761,1,0
-1.8,68,11,0.544,2,0
0.1,63,7,0.603,2,0
2.7,53,7,0.682,2,0
3.8,50,13,0.387,2,0
5.9,48,11,0.551,1,0
6.8,49,24,0.499,1,0
9.0,46,20,0.373,0,0
9.5,46,24,0.484,0,0
10.5,44,20,0.334,2,0
10.9,45,15,0.313,0,0
10.7,45,11,0.368,1,0
9.1,49,7,0.782,0,0
7.4,54,6,0.575,0,0
4.8,64,9,0.783,0,0
4.8,63,13,0.516,2,0
5.2,60,6,0.456,0,0
6.1,56,7,0.553,1,0
6.0,57,20,0.52,1,0
5.2,61,17,0.353,1,0
4.6,62,9,0.62,1,0
1.5,73,11,0.408,0,0
1.8,73,4,0.61,2,0
2.3,74,9,0.625,1,0
3.1,70,11,0.376,1,0
2.6,70,4,0.331,2,0
4.4,68,6,0.69,2,0
6.5,62,0,0.53,1,0
8.3,57,9,0.329,1,0
10.6,49,6,0.797,2,0
10.8,49,9,0.329,1,0
11.6,47,13,0.648,1,0
12.3,47,6,0.792,0,0
12.4,44,4,0.42,2,0
11.8,48,4,0.371,0,0
11.6,48,6,0.361,0,0
9.0,58,13,0.452,2,0
8.7,59,13,0.351,0,0
9.2,58,13,0.646,1,0
8.4,60,13,0.331,0,0
7.9,60,11,0.555,2,0
6.6,61,11,0.798,1,0
7.5,56,13,0.707,1,0
5.1,65,13,0.608,1,0
4.8,66,6,0.453,1,0
4.6,71,15,0.612,0,0
6.5,68,7,0.564,0,0
5.8,72,6,0.513,1,0
7.4,68,9,0.365,2,0
4.0,81,11,0.743,1,0
5.5,83,7,0.525,0,0
4.4,86,17,0.397,1,0
3.5,87,11,0.484,0,0
3.5,87,11,0.507,1,0
3.9,89,9,0.714,2,0
4.9,87,7,0.667,1,0
6.5,87,7,0.685,2,0
5.3,87,11,0.306,2,0
5.5,83,11,0.508,1,0
4.9,83,17,0.541,2,0
4.0,84,13,0.31,2,0
3.1,85,17,0.43,0,0
2.6,85,17,0.68,0,0
1.1,86,20,0.369,2,0
1.4,86,6,0.568,1,0
1.1,86,9,0.408,2,0
0.7,88,7,0.306,1,0
0.7,89,7,0.421,0,0
0.6,89,7,0.788,1,0
0.8,92,6,0.701,2,0
0.8,90,4,0.78,2,0
0.7,89,6,0.544,2,0
0.6,90,7,0.355,2,0
0.8,92,6,0.574,2,0
1.1,92,6,0.527,1,0
1.6,92,7,0.722,2,0
1.1,96,7,0.349,0,0
0.4,98,6,0.544,2,0
1.0,99,4,0.375,1,0
2.1,98,4,0.462,2,0
2.2,97,7,0.669,2,0
1.7,97,13,0.538,1,0
1.5,98,13,0.488,2,0
1.0,97,15,0.497,1,0
0.5,97,17,0.53,2,0
0.3,96,15,0.693,0,0
0.2,95,15,0.746,2,0
-0.1,94,17,0.778,1,0
-0.3,93,20,0.693,0,0
-0.6,93,15,0.458,1,0
-0.6,92,19,0.644,2,0
-0.6,92,19,0.519,0,0
-0.4,92,13,0.427,1,0
-0.3,92,11,0.72,0,0
-0.2,92,17,0.319,0,0
-0.3,92,15,0.751,1,0
-0.3,91,20,0.531,0,0
-0.5,90,13,0.619,1,0
-0.5,89,17,0.63,0,0
-0.3,88,20,0.748,0,0
0.4,86,22,0.618,0,0
1.1,84,19,0.607,2,0
2.2,81,19,0.333,2,0
3.4,78,22,0.559,1,0
3.4,78,22,0.375,0,0
4.0,78,24,0.669,1,0
3.5,78,20,0.556,2,0
3.0,79,26,0.64,2,0
2.6,81,22,0.321,2,0
2.4,82,28,0.342,2,0
2.3,84,24,0.658,1,0
2.0,89,28,0.336,0,0
2.1,89,20,0.336,1,0
1.8,89,19,0.306,0,0
1.8,90,19,0.778,2,0
1.9,91,15,0.669,0,0
1.1,94,17,0.477,2,0
1.1,96,19,0.448,1,0
1.0,96,17,0.475,0,0
0.7,97,20,0.687,1,0
0.6,97,24,0.631,2,0
1.1,96,19,0.393,1,0
1.1,97,15,0.387,2,0
1.1,97,17,0.349,2,0
1.5,97,13,0.63,2,0
1.8,96,13,0.682,1,0
2.5,96,6,0.433,1,0
3.3,97,6,0.31,0,0
4.0,95,11,0.341,0,0
3.7,97,7,0.784,1,0
4.3,95,4,0.448,1,0
4.1,94,7,0.685,1,0
3.8,96,7,0.612,1,0
3.8,96,0,0.491,2,0
3.7,97,0,0.403,2,0
4.0,98,7,0.361,2,0
3.8,97,0,0.608,1,0
3.7,97,0,0.687,2,0
3.8,98,4,0.622,2,0
3.0,98,6,0.565,0,0
2.7,99,4,0.321,0,0
1.8,99,4,0.784,2,0
0.3,99,0,0.699,2,0
-0.1,99,0,0.446,2,0
-0.1,98,4,0.79,1,0
0.5,99,0,0.601,0,0
1.0,99,0,0.591,0,0
1.6,99,4,0.674,0,0
2.6,100,0,0.706,2,0
4.1,98,4,0.628,1,0
5.7,97,4,0.364,0,0
8.1,88,7,0.469,0,0
9.2,71,7,0.764,1,0
10.2,67,6,0.412,2,0
10.5,65,7,0.486,2,0
10.1,69,9,0.516,0,0
10.1,73,7,0.52,0,0
9.8,77,6,0.606,1,0
9.3,76,0,0.772,0,0
8.8,80,4,0.42,1,0
7.7,82,0,0.361,0,0
6.7,87,7,0.399,0,0
3.8,93,4,0.743,0,0
5.2,89,0,0.623,2,0
4.3,91,6,0.443,1,0
3.9,90,7,0.708,1,0
3.2,94,6,0.731,2,0
3.5,92,6,0.723,2,0
3.6,93,7,0.759,2,0
5.1,91,4,0.426,1,0
8.8,81,11,0.678,0,0
10.4,77,11,0.53,2,0
11.9,70,13,0.721,2,0
14.1,65,13,0.664,2,0
17.3,57,11,0.688,0,0
20.0,52,15,0.628,0,0
21.7,49,13,0.389,2,0
22.2,47,15,0.573,0,0
22.7,47,11,0.792,2,0
21.8,50,6,0.769,0,0
18.4,58,9,0.322,1,0
17.1,62,0,0.382,1,0
12.8,76,7,0.366,0,0
13.4,76,4,0.663,1,0
12.6,78,7,0.709,1,0
10.6,83,6,0.407,1,0
9.8,86,6,0.553,2,0
10.8,86,6,0.72,0,0
10.6,87,4,0.666,0,0
10.2,88,11,0.571,0,0
11.2,86,6,0.595,1,0
9.7,90,7,0.554,2,0
11.3,88,4,0.449,0,0
9.9,91,0,0.583,1,0
11.9,88,7,0.644,2,0
13.9,80,6,0.737,2,0
15.6,74,6,0.618,0,0
17.8,67,4,0.681,0,0
19.8,61,4,0.38,1,0
18.5,62,19,0.531,0,0
17.0,63,15,0.305,1,0
16.3,66,17,0.423,2,0
16.6,64,11,0.663,2,0
15.9,64,13,0.796,2,0
13.9,67,19,0.35,2,0
12.5,68,15,0.501,0,0
10.6,70,13,0.7,0,0
9.5,69,15,0.402,1,0
8.8,66,17,0.578,1,0
7.2,69,9,0.667,1,0
7.1,65,11,0.608,1,0
6.1,68,11,0.394,1,0
5.7,69,11,0.478,2,0
5.2,70,7,0.692,2,0
5.2,68,4,0.577,2,0
5.0,69,7,0.303,1,0
3.2,76,4,0.68,2,0
5.5,67,4,0.318,2,0
8.0,60,6,0.673,2,0
10.6,53,0,0.401,2,0
12.6,50,4,0.779,0,0
14.9,48,6,0.484,1,0
16.5,52,9,0.463,1,0
20.0,55,13,0.374,0,0
21.5,54,11,0.453,2,0
22.5,52,9,0.738,2,0
23.3,49,7,0.798,2,0
22.0,53,7,0.484,1,0
19.7,60,4,0.524,1,0
17.5,65,6,0.661,1,0
18.1,66,4,0.743,1,0
16.0,72,6,0.597,1,0
14.2,77,4,0.496,0,0
14.3,79,6,0.506,1,0
14.0,82,9,0.648,2,0
12.4,88,4,0.302,1,0
11.8,91,6,0.61,0,0
11.4,90,4,0.478,2,0
10.6,90,0,0.697,0,0
10.0,92,0,0.346,2,0
9.5,94,4,0.594,1,0
11.3,91,4,0.54,0,0
13.8,86,9,0.621,2,0
15.9,77,7,0.332,1,0
18.2,69,13,0.59,2,0
20.2,60,15,0.581,0,0
22.3,54,15,0.58,0,0
23.8,48,17,0.602,0,0
24.7,45,13,0.638,0,0
25.4,43,17,0.702,1,0
25.5,40,17,0.435,2,0
25.2,40,13,0.713,1,0
20.7,49,9,0.549,0,0
17.2,59,6,0.339,2,0
18.4,54,7,0.329,0,0
16.4,65,13,0.467,1,0
18.0,62,7,0.692,1,0
16.5,63,7,0.654,1,0
17.0,60,13,0.694,2,0
15.5,64,11,0.559,2,0
15.0,66,7,0.52,0,0
11.0,78,9,0.374,2,0
13.2,73,6,0.464,2,0
12.8,75,13,0.517,1,0
13.7,73,15,0.344,0,0
14.2,73,22,0.41,1,0
15.4,70,15,0.599,0,0
17.3,64,22,0.668,0,0
19.6,59,17,0.799,2,0
20.4,58,15,0.767,1,0
23.0,50,20,0.621,2,0
23.3,49,19,0.511,2,0
22.8,53,17,0.618,2,0
21.4,58,6,0.693,0,0
22.2,53,13,0.359,1,0
20.0,61,11,0.505,1,0
18.2,65,19,0.72,2,0
16.7,62,13,0.492,0,0
15.1,65,11,0.586,1,0
12.1,73,7,0.594,1,0
11.0,75,7,0.392,2,0
11.3,76,6,0.481,0,0
10.4,80,7,0.467,2,0
10.3,83,0,0.313,1,0
8.9,85,9,0.312,0,0
8.8,85,9,0.716,2,0
9.2,82,7,0.437,1,0
8.0,82,9,0.559,2,0
6.6,77,7,0.449,2,0
8.4,69,0,0.77,2,0
11.3,52,0,0.43,0,0
12.8,49,4,0.515,1,0
14.5,37,17,0.736,1,0
14.9,29,15,0.721,1,0
16.2,28,11,0.393,1,0
16.8,27,7,0.701,0,0
16.6,19,15,0.529,2,0
16.4,20,15,0.541,1,0
15.5,18,22,0.367,0,0
14.7,25,13,0.34,2,0
13.4,26,13,0.664,0,0
11.8,29,11,0.548,0,0
10.9,30,6,0.518,1,0
10.8,26,15,0.665,1,0
10.6,24,19,0.683,2,0
9.9,26,19,0.379,2,0
8.4,28,22,0.605,1,0
7.3,29,20,0.368,0,0
6.2,29,19,0.676,1,0
5.3,34,22,0.628,2,0
4.4,37,13,0.778,0,0
3.6,41,19,0.334,0,0
3.2,41,19,0.329,0,0
3.1,40,15,0.441,1,0
2.7,40,19,0.431,1,0
3.0,34,22,0.423,2,0
3.7,37,22,0.753,0,0
3.7,33,22,0.425,0,0
4.8,33,19,0.436,1,0
4.7,31,19,0.68,2,0
6.1,34,9,0.525,2,0
5.8,32,4,0.688,0,0
6.1,32,7,0.333,1,0
6.1,30,13,0.544,0,0
6.1,31,13,0.317,1,0
6.2,34,13,0.331,2,0
6.3,37,9,0.753,0,0
6.6,34,9,0.37,0,0
6.6,35,11,0.566,0,0
6.5,37,7,0.506,2,0
5.8,43,20,0.474,0,0
5.9,41,13,0.75,2,0
5.9,45,9,0.311,1,0
5.8,49,7,0.632,2,0
5.3,50,19,0.782,1,0
4.5,59,11,0.58,2,0
3.8,71,15,0.768,2,0
2.5,89,17,0.326,0,0
3.0,90,6,0.509,2,0
3.1,92,0,0.43,0,0
3.9,92,0,0.665,1,0
5.2,89,6,0.791,1,0
5.9,86,6,0.428,0,0
6.6,83,6,0.627,1,0
7.5,79,11,0.399,2,0
7.6,81,9,0.583,0,0
8.4,78,9,0.532,0,0
9.2,77,7,0.786,0,0
8.9,80,7,0.604,1,0
8.7,79,4,0.475,1,0
7.3,85,7,0.357,2,0
8.2,84,13,0.376,2,0
7.5,87,11,0.413,0,0
6.4,89,11,0.425,2,0
7.3,78,24,0.725,1,0
4.6,63,33,0.581,2,0
2.6,63,26,0.562,1,0
0.8,48,26,0.357,2,0
-1.1,49,22,0.73,1,0
-1.9,50,20,0.661,1,0
-3.8,47,32,0.334,2,0
-3.8,46,26,0.654,2,0
-4.0,51,26,0.572,1,0
-3.0,46,22,0.341,0,0
-2.1,43,26,0.529,2,0
-0.6,44,28,0.542,1,0
0.2,41,30,0.383,2,0
0.6,36,28,0.773,2,0
1.3,33,28,0.725,2,0
1.4,29,30,0.635,2,0
1.3,27,30,0.531,2,0
1.2,26,32,0.506,0,0
0.1,26,24,0.625,0,0
-0.7,26,28,0.573,0,0
-1.4,25,28,0.331,1,0
-2.3,28,24,0.556,0,0
-2.9,31,28,0.703,0,0
-3.6,33,26,0.53,1,0
-4.3,35,22,0.326,0,0
-5.0,36,19,0.693,2,0
-5.4,40,17,0.401,0,0
-6.0,41,17,0.429,0,0
-6.5,42,13,0.382,0,0
-7.4,49,11,0.465,2,0
-7.5,49,9,0.678,2,0
-6.1,39,9,0.56,2,0
-5.1,34,13,0.402,2,0
-4.3,27,9,0.739,1,0
-2.5,21,0,0.74,2,0
-1.6,22,6,0.735,2,0
0.2,27,9,0.419,2,0
1.0,27,6,0.526,2,0
1.7,21,13,0.792,1,0
2.1,24,15,0.686,0,0
2.7,30,17,0.314,0,0
2.7,32,19,0.333,2,0
2.6,33,15,0.532,2,0
2.8,33,11,0.755,2,0
2.6,35,13,0.569,0,0
2.1,38,9,0.549,0,0
1.0,43,20,0.353,2,0
1.0,41,13,0.628,0,0
1.0,41,6,0.711,1,0
-1.1,78,11,0.49,2,0
-1.0,75,13,0.688,2,0
-1.6,83,20,0.782,1,0
-1.5,84,20,0.402,1,0
-1.0,81,19,0.562,0,0
-0.3,79,20,0.444,1,0
0.5,79,22,0.696,2,0
0.8,76,19,0.589,0,0
2.1,67,15,0.617,1,0
2.3,66,11,0.699,0,0
2.8,70,13,0.498,0,0
3.8,60,7,0.758,0,0
4.3,59,9,0.567,0,0
4.4,67,13,0.379,1,0
2.5,87,19,0.648,2,0
2.2,90,20,0.697,2,0
1.5,91,19,0.458,1,0
1.3,90,13,0.729,2,0
1.3,90,11,0.753,0,0
1.2,90,13,0.438,0,0
1.0,90,15,0.792,0,0
1.0,88,13,0.37,1,0
0.8,88,17,0.401,0,0
0.6,88,15,0.392,0,0
0.5,86,11,0.747,1,0
0.4,85,17,0.627,0,0
0.5,84,11,0.376,0,0
0.6,82,11,0.52,2,0
0.6,82,9,0.608,1,0
0.7,83,6,0.342,0,0
0.8,84,7,0.741,0,0
1.5,83,6,0.702,0,0
2.5,77,9,0.553,0,0
3.2,67,13,0.784,2,0
3.6,66,9,0.509,2,0
3.9,64,6,0.792,2,0
4.2,62,13,0.634,2,0
4.0,61,15,0.617,1,0
4.1,58,19,0.383,0,0
3.9,62,13,0.741,2,0
3.5,57,24,0.514,0,0
3.4,52,20,0.381,1,0
2.9,54,19,0.306,0,0
2.2,60,19,0.58,0,0
1.9,55,24,0.564,2,0
1.4,52,17,0.66,2,0
0.8,51,24,0.745,1,0
0.1,50,19,0.34,0,0
-1.0,51,20,0.666,2,0
-2.2,56,15,0.394,2,0
-3.5,54,19,0.729,2,0
-4.3,60,4,0.71,1,0
-5.1,66,11,0.57,0,0
-4.8,63,13,0.655,2,0
-4.3,60,15,0.457,0,0
-3.0,57,11,0.536,1,0
-2.0,54,13,0.711,0,0
-0.8,52,9,0.53,2,0
0.9,45,4,0.479,0,0
1.6,49,17,0.547,0,0
3.1,40,6,0.714,1,0
4.4,38,17,0.468,1,0
4.8,36,17,0.387,0,0
4.8,35,15,0.656,0,0
4.4,38,15,0.713,0,0
3.9,42,11,0.35,1,0
3.1,49,7,0.42,1,0
3.0,43,7,0.371,0,0
1.7,45,4,0.474,1,0
0.4,53,0,0.525,2,0
1.4,51,6,0.674,1,0
1.5,47,13,0.626,1,0
1.3,44,13,0.61,1,0
1.3,44,11,0.476,2,0
0.7,49,13,0.721,2,0
-0.9,56,13,0.536,2,0
-0.6,52,13,0.79,0,0
-0.5,52,15,0.617,0,0
-0.3,51,19,0.363,2,0
0.7,50,17,0.638,0,0
1.5,50,17,0.463,0,0
2.9,44,15,0.643,0,0
4.6,35,7,0.335,2,0
6.4,37,11,0.387,1,0
6.5,30,9,0.728,2,0
7.7,31,4,0.414,2,0
7.7,30,6,0.719,0,0
8.4,31,4,0.44,0,0
7.9,31,6,0.621,1,0
7.0,33,7,0.647,1,0
5.9,36,4,0.556,1,0
4.4,43,9,0.453,1,0
2.6,52,7,0.406,2,0
2.7,50,0,0.317,1,0
1.5,54,0,0.452,2,0
0.4,59,0,0.627,0,0
-1.5,65,4,0.769,1,0
0.1,59,0,0.736,0,0
-1.0,68,0,0.683,0,0
-1.0,73,0,0.694,2,0
-0.4,74,4,0.632,1,0
0.5,76,6,0.43,2,0
1.2,70,6,0.754,0,0
3.2,57,11,0.635,1,0
3.7,58,9,0.58,0,0
4.1,61,7,0.355,0,0
4.8,70,4,0.524,1,0
5.8,67,0,0.53,1,0
5.9,66,7,0.732,1,0
4.7,77,9,0.573,2,0
3.8,85,19,0.49,2,0
3.0,85,17,0.788,0,0
2.8,85,22,0.355,1,0
2.5,85,11,0.511,0,0
2.6,84,0,0.321,0,0
2.6,84,11,0.67,0,0
2.6,87,13,0.759,0,0
2.5,88,13,0.44,0,0
2.0,88,7,0.729,1,0
0.4,89,11,0.446,2,0
-0.1,91,7,0.755,1,0
-0.4,90,0,0.677,1,0
-1.4,90,0,0.702,1,0
-1.2,93,4,0.309,2,0
-1.7,94,6,0.781,2,0
-1.8,88,6,0.663,2,0
0.2,84,6,0.452,1,0
2.1,62,13,0.715,2,0
3.4,45,22,0.441,0,0
4.5,38,28,0.736,2,0
4.6,40,24,0.356,1,0
6.2,36,17,0.652,1,0
6.7,36,24,0.57,0,0
7.3,32,26,0.348,2,0
7.9,27,19,0.421,2,0
7.9,23,28,0.306,0,0
8.0,22,30,0.534,1,0
6.9,22,19,0.451,1,0
4.9,27,13,0.599,2,0
3.5,28,13,0.449,2,0
3.1,30,11,0.45,2,0
0.6,36,9,0.672,2,0
1.0,35,13,0.324,2,0
-0.3,41,6,0.751,1,0
-1.1,45,9,0.726,1,0
-0.9,39,6,0.634,1,0
-3.0,50,9,0.597,1,0
-2.1,47,13,0.746,0,0
-2.6,47,6,0.393,1,0
-2.0,45,6,0.339,0,0
0.3,41,11,0.42,1,0
1.7,36,19,0.697,2,0
2.5,36,15,0.317,2,0
4.3,34,17,0.591,2,0
6.4,32,11,0.798,0,0
7.1,32,11,0.728,1,0
8.7,27,11,0.561,1,0
10.0,25,13,0.332,0,0
10.9,24,24,0.716,0,0
10.8,24,30,0.599,0,0
9.7,26,28,0.357,0,0
8.9,26,20,0.347,0,0
8.4,27,13,0.755,2,0
7.8,29,9,0.635,1,0
7.1,33,7,0.715,0,0
6.9,32,11,0.739,2,0
6.9,31,11,0.586,0,0
6.0,35,9,0.559,2,0
5.6,35,4,0.515,0,0
6.0,36,9,0.458,1,0
5.4,50,11,0.517,0,0
5.2,53,7,0.687,0,0
4.6,59,9,0.601,1,0
4.2,59,11,0.746,1,0
4.8,52,17,0.522,0,0
5.5,44,20,0.604,1,0
6.5,39,28,0.616,1,0
8.7,41,30,0.596,2,0
9.3,43,28,0.651,1,0
8.9,43,24,0.419,1,0
8.7,42,33,0.556,0,0
8.5,43,26,0.352,0,0
8.0,45,26,0.492,2,0
8.3,45,20,0.544,0,0
8.1,40,26,0.626,1,0
7.6,42,22,0.775,1,0
6.5,48,19,0.6,1,0
6.0,49,19,0.672,0,0
4.9,51,19,0.553,1,0
3.7,55,19,0.617,1,0
3.6,55,19,0.335,2,0
3.2,55,15,0.427,2,0
2.3,55,17,0.481,2,0
2.3,55,11,0.536,0,0
1.9,62,13,0.323,1,0
1.5,61,17,0.37,1,0
1.5,54,17,0.438,1,0
1.5,52,19,0.786,2,0
2.3,51,19,0.466,1,0
2.7,51,20,0.541,1,0
3.9,48,22,0.398,1,0
4.5,41,17,0.605,1,0
4.8,42,26,0.44,1,0
5.2,42,22,0.403,0,0
6.6,42,22,0.558,1,0
6.7,39,20,0.303,0,0
7.6,38,19,0.304,1,0
8.9,35,24,0.41,0,0
7.7,35,24,0.318,1,0
6.6,37,20,0.354,1,0
5.6,38,26,0.469,1,0
5.3,38,19,0.701,1,0
4.9,40,19,0.586,2,0
4.4,42,22,0.556,1,0
3.5,43,19,0.447,0,0
3.0,44,22,0.766,2,0
2.8,43,17,0.499,2,0
2.3,46,22,0.344,1,0
1.5,48,19,0.609,0,0
1.1,49,17,0.357,0,0
-0.1,52,15,0.473,2,0
-0.5,51,15,0.554,0,0
0.4,50,15,0.737,1,0
1.1,48,19,0.547,1,0
2.1,46,17,0.651,1,0
3.9,42,6,0.796,1,0
5.7,37,19,0.366,1,0
6.6,34,20,0.437,2,0
7.6,33,15,0.497,1,0
8.6,29,9,0.511,1,0
9.3,28,19,0.506,2,0
8.5,27,28,0.754,2,0
7.7,25,32,0.657,2,0
7.3,25,19,0.604,0,0
7.3,24,13,0.455,0,0
6.7,28,11,0.712,1,0
6.7,28,9,0.778,1,0
6.8,27,11,0.711,1,0
6.1,31,11,0.301,0,0
5.6,32,11,0.618,1,0
5.5,30,17,0.326,1,0
3.1,37,7,0.429,0,0
2.4,39,11,0.33,2,0
2.5,39,11,0.602,0,0
0.2,45,7,0.643,1,0
1.5,44,9,0.357,0,0
2.4,39,11,0.492,2,0
4.5,36,11,0.528,2,0
4.5,35,11,0.485,2,0
5.7,35,17,0.361,2,0
6.0,33,13,0.509,2,0
6.6,34,11,0.676,2,0
6.8,34,9,0.336,1,0
7.8,32,9,0.34,1,0
8.0,35,7,0.477,0,0
8.4,34,4,0.771,1,0
8.4,35,9,0.634,2,0
8.0,36,7,0.639,1,0
8.0,39,13,0.481,0,0
7.7,39,15,0.597,2,0
7.5,40,17,0.305,1,0
6.2,44,15,0.618,1,0
5.9,45,11,0.757,0,0
5.8,45,9,0.606,2,0
4.8,50,7,0.737,0,0
4.2,53,4,0.662,2,0
3.7,58,4,0.36,2,0
3.7,55,4,0.751,1,0
4.0,54,7,0.333,0,0
4.8,52,7,0.567,0,0
5.7,49,11,0.371,0,0
6.6,47,13,0.306,2,0
7.4,45,19,0.511,0,0
7.3,42,22,0.448,2,0
9.4,40,15,0.543,0,0
10.4,37,17,0.589,0,0
11.7,33,20,0.322,1,0
12.1,33,20,0.362,0,0
12.3,32,22,0.579,1,0
12.4,31,22,0.472,1,0
12.3,31,7,0.665,2,0
11.9,31,19,0.626,0,0
11.5,31,17,0.723,0,0
10.9,35,15,0.646,0,0
10.4,36,17,0.515,1,0
10.2,37,19,0.636,0,0
8.5,44,7,0.438,2,0
7.5,46,4,0.453,2,0
4.8,60,9,0.694,0,0
5.4,62,9,0.523,1,0
5.5,62,0,0.699,2,0
5.7,62,11,0.711,2,0
5.9,59,7,0.729,1,0
6.1,65,13,0.758,2,0
6.3,71,13,0.515,1,0
6.6,81,20,0.459,2,0
7.4,67,19,0.591,1,0
7.0,72,28,0.486,2,0
7.4,73,24,0.601,0,0
7.9,77,17,0.653,2,0
8.8,65,17,0.644,2,0
9.0,58,19,0.487,0,0
8.6,58,22,0.383,0,0
8.7,55,17,0.515,0,0
8.3,60,22,0.371,0,0
6.2,76,30,0.745,1,0
6.4,72,28,0.473,1,0
5.7,74,19,0.377,2,0
5.8,73,22,0.313,2,0
5.4,75,19,0.623,2,0
5.3,73,20,0.618,1,0
5.1,79,19,0.47,2,0
4.9,83,20,0.336,2,0
4.6,82,19,0.505,1,0
4.3,83,17,0.456,2,0
4.0,84,13,0.639,1,0
4.0,84,9,0.603,1,0
4.3,83,9,0.482,0,0
5.0,78,9,0.409,0,0
5.3,76,17,0.794,1,0
5.7,76,15,0.527,1,0
6.9,66,20,0.644,0,0
6.9,74,15,0.37,2,0
8.0,59,19,0.543,2,0
8.8,58,22,0.314,2,0
7.6,70,33,0.553,1,0
6.2,81,19,0.782,0,0
6.7,77,20,0.492,2,0
6.8,73,19,0.319,0,0
6.0,78,24,0.315,0,0
5.8,78,19,0.494,1,0
5.2,79,20,0.38,2,0
5.1,82,22,0.312,0,0
4.4,84,11,0.678,1,0
4.7,85,15,0.529,1,0
4.3,84,17,0.445,1,0
4.0,85,9,0.75,2,0
3.2,88,11,0.358,2,0
3.0,89,0,0.778,1,0
1.6,90,0,0.457,2,0
0.7,90,6,0.744,2,0
2.4,89,6,0.601,0,0
3.2,87,4,0.713,1,0
4.6,81,4,0.792,1,0
6.1,72,0,0.444,2,0
6.7,73,4,0.781,1,0
6.7,72,11,0.495,1,0
8.8,65,9,0.493,1,0
11.0,53,4,0.47,2,0
8.4,57,32,0.571,2,0
7.5,74,7,0.377,2,0
9.5,57,20,0.577,0,0
9.3,57,33,0.571,1,0
8.4,55,17,0.681,0,0
6.4,62,11,0.717,2,0
7.4,63,13,0.52,0,0
6.9,66,7,0.451,1,0
3.3,74,11,0.43,1,0
6.6,61,13,0.397,2,0
5.5,61,13,0.329,2,0
5.8,56,15,0.471,0,0
4.8,59,17,0.435,2,0
4.3,60,13,0.783,0,0
3.1,64,13,0.579,1,0
3.8,62,15,0.474,1,0
3.5,63,13,0.59,1,0
4.0,63,6,0.37,1,0
6.5,54,13,0.522,1,0
7.7,51,13,0.613,0,0
8.7,49,9,0.544,1,0
9.8,46,9,0.501,0,0
10.4,43,4,0.797,1,0
10.0,46,15,0.74,0,0
10.3,45,13,0.612,0,0
11.3,41,15,0.585,0,0
12.4,37,15,0.61,2,0
11.4,41,11,0.401,0,0
11.3,39,17,0.498,0,0
9.9,44,11,0.32,1,0
9.1,49,7,0.538,0,0
6.6,59,0,0.572,0,0
6.7,60,4,0.414,2,0
5.9,56,11,0.782,1,0
4.6,54,11,0.755,2,0
4.0,51,11,0.661,2,0
2.0,58,6,0.567,2,0
1.5,61,9,0.735,0,0
1.2,66,6,0.365,2,0
1.3,67,6,0.695,2,0
1.8,68,6,0.362,1,0
4.1,64,7,0.697,1,0
6.1,58,7,0.438,1,0
8.0,54,13,0.739,1,0
9.8,44,17,0.772,2,0
12.2,40,19,0.374,1,0
13.5,32,24,0.531,0,0
14.7,23,24,0.79,2,0
15.0,24,22,0.542,1,0
15.9,24,32,0.732,2,0
16.1,23,30,0.594,1,0
15.0,26,28,0.488,2,0
14.3,26,22,0.443,1,0
13.6,24,19,0.402,0,0
12.2,28,15,0.681,1,0
11.7,30,19,0.493,2,0
10.3,44,20,0.556,2,0
9.1,48,20,0.546,0,0
7.9,51,22,0.589,2,0
7.5,52,11,0.733,0,0
6.8,54,17,0.79,2,0
5.4,63,19,0.504,2,0
5.7,64,11,0.714,0,0
6.2,64,17,0.682,2,0
6.7,58,19,0.587,2,0
7.5,54,20,0.778,0,0
9.2,51,19,0.4,1,0
10.8,46,20,0.355,0,0
12.8,41,26,0.727,2,0
13.8,37,24,0.52,1,0
15.3,34,24,0.723,1,0
14.8,34,26,0.747,1,0
14.7,35,17,0.331,0,0
15.6,28,20,0.742,1,0
15.9,26,19,0.524,1,0
15.4,28,24,0.555,1,0
14.5,30,13,0.613,2,0
11.9,42,7,0.763,0,0
12.8,39,7,0.31,0,0
12.0,44,7,0.538,2,0
11.0,47,9,0.644,1,0
11.6,46,9,0.661,2,0
12.9,41,9,0.646,2,0
13.1,42,13,0.367,1,0
12.4,48,15,0.45,1,0
11.3,54,15,0.479,0,0
10.9,64,15,0.702,1,0
9.9,69,6,0.439,2,0
10.6,70,13,0.405,2,0
11.7,69,9,0.779,1,0
13.5,69,11,0.304,0,0
